incident_id,description,reported_date,reported_by_user_id,camera_id
174,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 309, location ID: 105. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-02-28,147,309
175,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 396, location ID: 331. Initial response was documented by hotel security. Severity level used for generation: High.",2025-11-07,180,396
176,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 496, location ID: 209. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-12-12,375,496
177,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 428, location ID: 206. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-08-01,389,428
178,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 217, location ID: 205. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-07-14,364,217
179,"A critical access attempt to the server room was denied and escalated immediately. Related camera ID: 65, location ID: 486. Initial response was documented by hotel security. Severity level used for generation: Critical.",2025-09-20,265,65
180,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 352, location ID: 139. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-02-01,395,352
181,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 467, location ID: 188. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-12-12,447,467
182,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 164, location ID: 215. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-04-18,298,164
183,"Security initiated support procedures for a major evacuation drill or emergency event. Related camera ID: 414, location ID: 85. Initial response was documented by hotel security. Severity level used for generation: Critical.",2024-12-09,65,414
184,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 14, location ID: 53. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-11-24,259,14
185,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 137, location ID: 165. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-01-20,59,137
186,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 444, location ID: 215. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-02-01,460,444
187,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 323, location ID: 468. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-06-25,175,323
188,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 258, location ID: 144. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-09-14,266,258
189,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 488, location ID: 305. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-06-09,170,488
190,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 301, location ID: 463. Initial response was documented by hotel security. Severity level used for generation: High.",2026-03-28,314,301
191,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 4, location ID: 139. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-01-16,39,4
192,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 483, location ID: 450. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-10-23,167,483
193,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 449, location ID: 407. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-03-01,360,449
194,"Security initiated support procedures for a major evacuation drill or emergency event. Related camera ID: 141, location ID: 56. Initial response was documented by hotel security. Severity level used for generation: Critical.",2025-11-23,74,141
195,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 183, location ID: 347. Initial response was documented by hotel security. Severity level used for generation: High.",2025-02-16,401,183
196,"Security responded to a fire alarm and coordinated with maintenance and management. Related camera ID: 419, location ID: 337. Initial response was documented by hotel security. Severity level used for generation: Critical.",2024-09-20,89,419
197,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 137, location ID: 165. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-07-23,18,137
198,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 238, location ID: 33. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-04-10,364,238
199,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 21, location ID: 396. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-07-28,325,21
200,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 381, location ID: 256. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-05-01,217,381
201,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 49, location ID: 409. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-07-20,330,49
202,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 332, location ID: 293. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-09-30,296,332
203,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 388, location ID: 43. Initial response was documented by hotel security. Severity level used for generation: High.",2025-10-12,22,388
204,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 432, location ID: 443. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-06-02,257,432
205,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 200, location ID: 23. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-09-30,366,200
206,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 270, location ID: 374. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-04-26,166,270
207,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 372, location ID: 336. Initial response was documented by hotel security. Severity level used for generation: High.",2024-08-12,95,372
208,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 488, location ID: 305. Initial response was documented by hotel security. Severity level used for generation: High.",2024-05-12,25,488
209,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 82, location ID: 42. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-04-30,452,82
210,"Security responded to a fire alarm and coordinated with maintenance and management. Related camera ID: 153, location ID: 417. Initial response was documented by hotel security. Severity level used for generation: Critical.",2025-12-12,493,153
211,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 55, location ID: 317. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-04-02,277,55
212,"Security initiated support procedures for a major evacuation drill or emergency event. Related camera ID: 499, location ID: 208. Initial response was documented by hotel security. Severity level used for generation: Critical.",2025-12-06,268,499
213,"Security initiated support procedures for a major evacuation drill or emergency event. Related camera ID: 312, location ID: 43. Initial response was documented by hotel security. Severity level used for generation: Critical.",2025-06-30,128,312
214,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 130, location ID: 42. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-02-20,234,130
215,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 492, location ID: 377. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-05-17,378,492
216,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 212, location ID: 26. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-04-10,80,212
217,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 462, location ID: 237. Initial response was documented by hotel security. Severity level used for generation: High.",2026-04-06,420,462
218,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 168, location ID: 213. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-10-16,202,168
219,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 353, location ID: 206. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-10-05,315,353
220,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 297, location ID: 256. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-06-14,89,297
221,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 80, location ID: 22. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-01-09,92,80
222,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 437, location ID: 211. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-05-14,346,437
223,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 487, location ID: 210. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-02-08,208,487
224,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 359, location ID: 422. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-07-03,15,359
225,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 339, location ID: 242. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-05-30,221,339
226,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 385, location ID: 254. Initial response was documented by hotel security. Severity level used for generation: High.",2025-03-31,452,385
227,"A critical access attempt to the server room was denied and escalated immediately. Related camera ID: 141, location ID: 56. Initial response was documented by hotel security. Severity level used for generation: Critical.",2026-01-06,176,141
228,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 479, location ID: 126. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-11-28,278,479
229,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 344, location ID: 78. Initial response was documented by hotel security. Severity level used for generation: High.",2026-03-25,49,344
230,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 406, location ID: 67. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-04-30,371,406
231,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 379, location ID: 266. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-12-21,337,379
232,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 289, location ID: 127. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-09-05,30,289
233,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 155, location ID: 222. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-12-21,115,155
234,"Security responded to a fire alarm and coordinated with maintenance and management. Related camera ID: 404, location ID: 366. Initial response was documented by hotel security. Severity level used for generation: Critical.",2024-07-30,209,404
235,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 445, location ID: 165. Initial response was documented by hotel security. Severity level used for generation: High.",2024-07-20,122,445
236,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 379, location ID: 266. Initial response was documented by hotel security. Severity level used for generation: High.",2025-01-27,352,379
237,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 141, location ID: 56. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-03-23,263,141
238,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 193, location ID: 288. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-05-06,25,193
239,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 227, location ID: 21. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-05-22,391,227
240,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 232, location ID: 167. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-06-28,10,232
241,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 463, location ID: 407. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-09-16,244,463
242,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 160, location ID: 170. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-02-18,108,160
243,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 410, location ID: 149. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-09-07,13,410
244,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 94, location ID: 302. Initial response was documented by hotel security. Severity level used for generation: High.",2025-05-18,353,94
245,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 396, location ID: 331. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-12-30,454,396
246,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 69, location ID: 113. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-11-24,43,69
247,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 330, location ID: 329. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-03-06,457,330
248,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 151, location ID: 272. Initial response was documented by hotel security. Severity level used for generation: High.",2025-10-27,347,151
249,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 117, location ID: 486. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-05-17,330,117
250,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 485, location ID: 84. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-09-05,478,485
251,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 328, location ID: 455. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-01-11,169,328
252,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 68, location ID: 230. Initial response was documented by hotel security. Severity level used for generation: High.",2024-08-08,232,68
253,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 396, location ID: 331. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-04-13,371,396
254,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 106, location ID: 210. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-11-12,451,106
255,"Security supported emergency response procedures for a medical incident on hotel premises. Related camera ID: 329, location ID: 269. Initial response was documented by hotel security. Severity level used for generation: Critical.",2025-09-24,328,329
256,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 460, location ID: 456. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-05-19,452,460
257,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 63, location ID: 344. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-10-12,355,63
258,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 78, location ID: 339. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-01-13,155,78
259,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 266, location ID: 380. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-01-05,103,266
260,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 393, location ID: 213. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-03-12,264,393
261,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 486, location ID: 387. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-11-13,351,486
262,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 249, location ID: 153. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-03-19,285,249
263,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 80, location ID: 22. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-06-23,117,80
264,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 447, location ID: 8. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-04-13,474,447
265,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 285, location ID: 441. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-04-17,98,285
266,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 125, location ID: 13. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-09-15,425,125
267,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 200, location ID: 23. Initial response was documented by hotel security. Severity level used for generation: High.",2026-02-08,231,200
268,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 34, location ID: 221. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-07-06,204,34
269,"Security initiated support procedures for a major evacuation drill or emergency event. Related camera ID: 206, location ID: 281. Initial response was documented by hotel security. Severity level used for generation: Critical.",2025-12-05,368,206
270,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 109, location ID: 371. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-05-05,217,109
271,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 200, location ID: 23. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-08-22,378,200
272,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 494, location ID: 379. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-04-18,105,494
273,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 321, location ID: 331. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-10-27,306,321
274,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 420, location ID: 122. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-07-11,295,420
275,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 393, location ID: 213. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-09-02,315,393
276,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 220, location ID: 399. Initial response was documented by hotel security. Severity level used for generation: High.",2024-10-01,261,220
277,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 373, location ID: 431. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-04-28,427,373
278,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 84, location ID: 180. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-06-07,65,84
279,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 315, location ID: 287. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-10-07,89,315
280,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 29, location ID: 127. Initial response was documented by hotel security. Severity level used for generation: High.",2025-03-26,478,29
281,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 175, location ID: 100. Initial response was documented by hotel security. Severity level used for generation: High.",2024-06-23,416,175
282,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 354, location ID: 491. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-11-20,368,354
283,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 118, location ID: 124. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-10-28,486,118
284,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 204, location ID: 80. Initial response was documented by hotel security. Severity level used for generation: High.",2024-08-17,92,204
285,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 145, location ID: 243. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-08-12,70,145
286,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 443, location ID: 51. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-01-26,259,443
287,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 130, location ID: 42. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-06-28,271,130
288,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 243, location ID: 113. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-10-31,49,243
289,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 12, location ID: 424. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-05-14,378,12
290,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 476, location ID: 205. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-04-19,255,476
291,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 266, location ID: 380. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-11-15,38,266
292,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 419, location ID: 337. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-05-02,70,419
293,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 396, location ID: 331. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-12-27,47,396
294,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 347, location ID: 221. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-04-16,196,347
295,"Security initiated support procedures for a major evacuation drill or emergency event. Related camera ID: 204, location ID: 80. Initial response was documented by hotel security. Severity level used for generation: Critical.",2024-07-04,238,204
296,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 198, location ID: 437. Initial response was documented by hotel security. Severity level used for generation: High.",2025-12-22,223,198
297,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 141, location ID: 56. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-09-07,438,141
298,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 143, location ID: 8. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-03-03,441,143
299,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 3, location ID: 443. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-05-12,430,3
300,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 25, location ID: 354. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-11-23,452,25
301,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 224, location ID: 447. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-11-30,78,224
302,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 134, location ID: 46. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-08-06,97,134
303,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 233, location ID: 25. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-04-22,32,233
304,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 9, location ID: 53. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-11-08,335,9
305,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 14, location ID: 53. Initial response was documented by hotel security. Severity level used for generation: High.",2024-12-01,92,14
306,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 184, location ID: 247. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-07-22,218,184
307,"Security supported emergency response procedures for a medical incident on hotel premises. Related camera ID: 148, location ID: 148. Initial response was documented by hotel security. Severity level used for generation: Critical.",2026-02-05,213,148
308,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 418, location ID: 226. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-04-12,490,418
309,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 55, location ID: 317. Initial response was documented by hotel security. Severity level used for generation: High.",2025-04-05,378,55
310,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 286, location ID: 481. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-11-10,401,286
311,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 12, location ID: 424. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-02-09,98,12
312,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 46, location ID: 118. Initial response was documented by hotel security. Severity level used for generation: High.",2026-04-22,77,46
313,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 303, location ID: 202. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-01-12,319,303
314,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 33, location ID: 155. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-12-23,392,33
315,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 476, location ID: 205. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-02-13,112,476
316,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 493, location ID: 334. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-10-30,196,493
317,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 447, location ID: 8. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-06-09,494,447
318,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 370, location ID: 110. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-07-24,78,370
319,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 286, location ID: 481. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-03-12,376,286
320,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 268, location ID: 365. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-10-01,123,268
321,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 377, location ID: 33. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-05-02,361,377
322,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 284, location ID: 296. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-11-17,213,284
323,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 224, location ID: 447. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-08-31,482,224
324,"A critical access attempt to the server room was denied and escalated immediately. Related camera ID: 14, location ID: 53. Initial response was documented by hotel security. Severity level used for generation: Critical.",2024-06-08,334,14
325,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 253, location ID: 241. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-09-17,69,253
326,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 295, location ID: 403. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-12-16,343,295
327,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 121, location ID: 482. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-05-03,461,121
328,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 453, location ID: 246. Initial response was documented by hotel security. Severity level used for generation: High.",2025-06-09,112,453
329,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 221, location ID: 373. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-03-30,140,221
330,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 243, location ID: 113. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-09-05,46,243
331,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 46, location ID: 118. Initial response was documented by hotel security. Severity level used for generation: High.",2025-09-23,46,46
332,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 307, location ID: 384. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-03-09,66,307
333,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 101, location ID: 402. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-07-07,250,101
334,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 161, location ID: 71. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-01-20,42,161
335,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 300, location ID: 150. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-05-11,370,300
336,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 489, location ID: 182. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-03-30,383,489
337,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 57, location ID: 480. Initial response was documented by hotel security. Severity level used for generation: High.",2024-06-12,309,57
338,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 200, location ID: 23. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-11-23,410,200
339,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 479, location ID: 126. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-10-07,367,479
340,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 349, location ID: 258. Initial response was documented by hotel security. Severity level used for generation: High.",2025-06-01,229,349
341,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 86, location ID: 221. Initial response was documented by hotel security. Severity level used for generation: High.",2025-01-28,152,86
342,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 326, location ID: 83. Initial response was documented by hotel security. Severity level used for generation: High.",2026-01-31,355,326
343,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 273, location ID: 329. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-09-30,52,273
344,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 225, location ID: 145. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-08-26,334,225
345,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 298, location ID: 99. Initial response was documented by hotel security. Severity level used for generation: High.",2025-07-22,77,298
346,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 160, location ID: 170. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-06-07,65,160
