incident_id,title,description,severity,reported_date,status,user_id,camera_id
164,Emergency exit forced open,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 137, location ID: 165. Initial response was documented by hotel security.",High,2025-07-23,Resolved,55,137
165,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 173, location ID: 70. Initial response was documented by hotel security.",Low,2026-04-27,Resolved,184,173
166,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 325, location ID: 195. Initial response was documented by hotel security.",Low,2025-12-04,In Progress,333,325
167,Medical emergency support,"Security supported emergency response procedures for a medical incident on hotel premises. Related camera ID: 381, location ID: 256. Initial response was documented by hotel security.",Critical,2024-05-01,Resolved,293,381
168,Fire alarm security response,"Security responded to a fire alarm and coordinated with maintenance and management. Related camera ID: 49, location ID: 409. Initial response was documented by hotel security.",Critical,2025-07-20,In Progress,142,49
169,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 332, location ID: 293. Initial response was documented by hotel security.",Medium,2025-09-30,In Progress,334,332
170,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 129, location ID: 116. Initial response was documented by hotel security.",Medium,2025-02-26,Resolved,257,129
171,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 200, location ID: 23. Initial response was documented by hotel security.",Low,2025-09-30,Open,34,200
172,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 469, location ID: 196. Initial response was documented by hotel security.",Low,2026-02-25,Resolved,372,469
173,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 309, location ID: 105. Initial response was documented by hotel security.",Low,2024-05-21,Resolved,25,309
174,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 82, location ID: 42. Initial response was documented by hotel security.",Low,2026-04-30,Open,390,82
175,Server room access violation,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 153, location ID: 417. Initial response was documented by hotel security.",High,2025-12-12,Resolved,488,153
176,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 352, location ID: 139. Initial response was documented by hotel security.",Low,2025-11-03,Open,219,352
177,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 312, location ID: 43. Initial response was documented by hotel security.",Medium,2025-06-30,Resolved,119,312
178,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 149, location ID: 366. Initial response was documented by hotel security.",Low,2025-08-09,Resolved,323,149
179,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 378, location ID: 252. Initial response was documented by hotel security.",Low,2024-06-09,Resolved,212,378
180,Guest room corridor disturbance,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 350, location ID: 289. Initial response was documented by hotel security.",High,2025-05-16,Open,420,350
181,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 168, location ID: 213. Initial response was documented by hotel security.",Low,2025-10-16,Resolved,295,168
182,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 74, location ID: 138. Initial response was documented by hotel security.",Low,2025-12-14,Resolved,89,74
183,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 80, location ID: 22. Initial response was documented by hotel security.",Medium,2026-01-09,Resolved,55,80
184,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 346, location ID: 286. Initial response was documented by hotel security.",Low,2025-02-15,Resolved,487,346
185,Theft report under investigation,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 74, location ID: 138. Initial response was documented by hotel security.",High,2025-01-02,Open,215,74
186,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 248, location ID: 62. Initial response was documented by hotel security.",Low,2026-03-07,Resolved,221,248
187,Server room access violation,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 385, location ID: 254. Initial response was documented by hotel security.",High,2025-03-31,Open,480,385
188,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 309, location ID: 105. Initial response was documented by hotel security.",Low,2025-04-16,Resolved,347,309
189,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 278, location ID: 297. Initial response was documented by hotel security.",Low,2026-02-25,Resolved,344,278
190,Server room access violation,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 146, location ID: 418. Initial response was documented by hotel security.",High,2024-06-01,Resolved,371,146
191,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 379, location ID: 266. Initial response was documented by hotel security.",Medium,2024-12-21,In Progress,10,379
192,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 30, location ID: 217. Initial response was documented by hotel security.",Low,2025-01-05,In Progress,462,30
193,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 155, location ID: 222. Initial response was documented by hotel security.",Medium,2024-12-21,Resolved,392,155
194,Server room access violation,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 404, location ID: 366. Initial response was documented by hotel security.",High,2024-07-30,Resolved,360,404
195,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 445, location ID: 165. Initial response was documented by hotel security.",Medium,2024-07-20,Resolved,357,445
196,Server room access violation,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 379, location ID: 266. Initial response was documented by hotel security.",High,2025-01-27,Open,33,379
197,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 164, location ID: 215. Initial response was documented by hotel security.",Medium,2025-10-07,Resolved,430,164
198,Server room access violation,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 193, location ID: 288. Initial response was documented by hotel security.",High,2024-05-06,Resolved,301,193
199,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 227, location ID: 21. Initial response was documented by hotel security.",Medium,2025-05-22,Open,83,227
200,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 213, location ID: 192. Initial response was documented by hotel security.",Low,2024-05-18,Resolved,74,213
201,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 30, location ID: 217. Initial response was documented by hotel security.",Medium,2025-03-09,Resolved,330,30
202,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 208, location ID: 228. Initial response was documented by hotel security.",Low,2025-09-07,Resolved,375,208
203,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 192, location ID: 153. Initial response was documented by hotel security.",Medium,2026-04-05,Resolved,249,192
204,Major evacuation procedure,"Security initiated support procedures for a major evacuation drill or emergency event. Related camera ID: 12, location ID: 424. Initial response was documented by hotel security.",Critical,2024-09-14,Resolved,43,12
205,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 330, location ID: 329. Initial response was documented by hotel security.",Low,2026-03-06,In Progress,83,330
206,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 464, location ID: 170. Initial response was documented by hotel security.",Low,2024-10-10,Resolved,192,464
207,Server room access violation,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 489, location ID: 182. Initial response was documented by hotel security.",High,2024-11-11,Resolved,478,489
208,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 328, location ID: 455. Initial response was documented by hotel security.",Low,2026-01-11,Resolved,437,328
209,Emergency exit forced open,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 68, location ID: 230. Initial response was documented by hotel security.",High,2024-08-08,Resolved,120,68
210,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 210, location ID: 55. Initial response was documented by hotel security.",Medium,2024-11-26,In Progress,451,210
211,Medical emergency support,"Security supported emergency response procedures for a medical incident on hotel premises. Related camera ID: 329, location ID: 269. Initial response was documented by hotel security.",Critical,2025-09-24,In Progress,246,329
212,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 452, location ID: 167. Initial response was documented by hotel security.",Medium,2025-02-13,Open,233,452
213,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 355, location ID: 425. Initial response was documented by hotel security.",Low,2025-07-31,Resolved,78,355
214,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 103, location ID: 147. Initial response was documented by hotel security.",Low,2026-03-15,In Progress,284,103
215,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 103, location ID: 147. Initial response was documented by hotel security.",Low,2025-02-27,Open,310,103
216,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 264, location ID: 210. Initial response was documented by hotel security.",Low,2024-12-04,Resolved,486,264
217,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 321, location ID: 331. Initial response was documented by hotel security.",Medium,2026-05-12,Resolved,249,321
218,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 272, location ID: 393. Initial response was documented by hotel security.",Low,2026-05-17,Resolved,80,272
219,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 468, location ID: 338. Initial response was documented by hotel security.",Medium,2024-10-04,In Progress,216,468
220,Guest room corridor disturbance,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 167, location ID: 79. Initial response was documented by hotel security.",High,2025-11-20,Open,98,167
221,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 125, location ID: 13. Initial response was documented by hotel security.",Medium,2025-09-15,In Progress,231,125
222,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 29, location ID: 127. Initial response was documented by hotel security.",Medium,2026-02-09,Open,273,29
223,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 34, location ID: 221. Initial response was documented by hotel security.",Low,2025-06-11,Open,337,34
224,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 206, location ID: 281. Initial response was documented by hotel security.",Medium,2025-12-05,Open,276,206
225,Emergency exit forced open,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 109, location ID: 371. Initial response was documented by hotel security.",High,2024-05-05,Resolved,402,109
226,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 200, location ID: 23. Initial response was documented by hotel security.",Low,2025-08-22,Open,297,200
227,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 193, location ID: 288. Initial response was documented by hotel security.",Low,2025-08-04,In Progress,273,193
228,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 225, location ID: 145. Initial response was documented by hotel security.",Medium,2025-07-11,In Progress,164,225
229,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 315, location ID: 287. Initial response was documented by hotel security.",Low,2026-04-02,In Progress,220,315
230,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 373, location ID: 431. Initial response was documented by hotel security.",Low,2025-04-28,Resolved,301,373
231,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 84, location ID: 180. Initial response was documented by hotel security.",Medium,2025-06-07,Resolved,273,84
232,Server room access violation,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 315, location ID: 287. Initial response was documented by hotel security.",High,2025-10-07,Resolved,318,315
233,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 166, location ID: 34. Initial response was documented by hotel security.",Medium,2026-05-12,Resolved,175,166
234,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 239, location ID: 311. Initial response was documented by hotel security.",Low,2026-04-07,Resolved,368,239
235,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 118, location ID: 124. Initial response was documented by hotel security.",Medium,2025-10-28,Open,4,118
236,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 92, location ID: 249. Initial response was documented by hotel security.",Medium,2025-11-19,Open,301,92
237,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 383, location ID: 407. Initial response was documented by hotel security.",Medium,2024-08-12,Resolved,482,383
238,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 443, location ID: 51. Initial response was documented by hotel security.",Low,2026-01-26,In Progress,200,443
239,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 30, location ID: 217. Initial response was documented by hotel security.",Medium,2025-10-22,Resolved,441,30
240,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 275, location ID: 114. Initial response was documented by hotel security.",Medium,2024-08-05,In Progress,328,275
241,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 373, location ID: 431. Initial response was documented by hotel security.",Low,2026-05-25,Resolved,241,373
242,Theft report under investigation,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 20, location ID: 27. Initial response was documented by hotel security.",High,2024-09-07,In Progress,100,20
243,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 141, location ID: 56. Initial response was documented by hotel security.",Low,2024-05-02,Resolved,417,141
244,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 396, location ID: 331. Initial response was documented by hotel security.",Medium,2024-12-27,Resolved,233,396
245,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 385, location ID: 254. Initial response was documented by hotel security.",Medium,2025-12-05,In Progress,204,385
246,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 331, location ID: 440. Initial response was documented by hotel security.",Low,2026-01-31,In Progress,228,331
247,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 232, location ID: 167. Initial response was documented by hotel security.",Medium,2025-04-08,Resolved,248,232
248,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 143, location ID: 8. Initial response was documented by hotel security.",Medium,2026-03-03,Resolved,412,143
249,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 189, location ID: 166. Initial response was documented by hotel security.",Medium,2025-03-17,In Progress,110,189
250,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 74, location ID: 138. Initial response was documented by hotel security.",Low,2025-07-20,Resolved,78,74
251,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 134, location ID: 46. Initial response was documented by hotel security.",Low,2025-08-06,Resolved,128,134
252,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 362, location ID: 139. Initial response was documented by hotel security.",Low,2024-07-02,Resolved,54,362
253,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 335, location ID: 278. Initial response was documented by hotel security.",Low,2026-03-17,Open,61,335
254,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 92, location ID: 249. Initial response was documented by hotel security.",Low,2024-10-09,Resolved,184,92
255,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 379, location ID: 266. Initial response was documented by hotel security.",Low,2025-05-16,Resolved,324,379
256,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 423, location ID: 451. Initial response was documented by hotel security.",Medium,2024-12-14,Resolved,490,423
257,Emergency exit forced open,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 55, location ID: 317. Initial response was documented by hotel security.",High,2025-04-05,Open,99,55
258,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 259, location ID: 48. Initial response was documented by hotel security.",Low,2025-04-27,Resolved,414,259
259,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 440, location ID: 450. Initial response was documented by hotel security.",Low,2026-01-15,In Progress,62,440
260,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 237, location ID: 86. Initial response was documented by hotel security.",Low,2025-07-24,In Progress,129,237
261,Guest room corridor disturbance,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 176, location ID: 84. Initial response was documented by hotel security.",High,2024-07-04,Open,119,176
262,Fire alarm security response,"Security responded to a fire alarm and coordinated with maintenance and management. Related camera ID: 263, location ID: 128. Initial response was documented by hotel security.",Critical,2024-04-30,Resolved,112,263
263,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 493, location ID: 334. Initial response was documented by hotel security.",Medium,2025-10-30,Resolved,233,493
264,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 494, location ID: 379. Initial response was documented by hotel security.",Low,2024-12-21,Resolved,370,494
265,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 281, location ID: 342. Initial response was documented by hotel security.",Low,2025-08-23,In Progress,159,281
266,Guest room corridor disturbance,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 268, location ID: 365. Initial response was documented by hotel security.",High,2025-10-01,Resolved,223,268
267,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 361, location ID: 409. Initial response was documented by hotel security.",Low,2024-10-18,In Progress,324,361
268,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 285, location ID: 441. Initial response was documented by hotel security.",Low,2025-05-23,Resolved,245,285
269,Critical server room breach attempt,"A critical access attempt to the server room was denied and escalated immediately. Related camera ID: 14, location ID: 53. Initial response was documented by hotel security.",Critical,2024-06-08,In Progress,306,14
270,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 253, location ID: 241. Initial response was documented by hotel security.",Low,2024-09-14,Resolved,347,253
271,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 11, location ID: 374. Initial response was documented by hotel security.",Low,2024-12-26,Open,461,11
272,Emergency exit forced open,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 453, location ID: 246. Initial response was documented by hotel security.",High,2025-06-09,Resolved,79,453
273,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 350, location ID: 289. Initial response was documented by hotel security.",Low,2025-02-03,Resolved,266,350
274,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 247, location ID: 294. Initial response was documented by hotel security.",Low,2024-07-29,Open,187,247
275,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 46, location ID: 118. Initial response was documented by hotel security.",Low,2025-03-01,In Progress,116,46
276,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 1, location ID: 107. Initial response was documented by hotel security.",Medium,2026-05-20,Resolved,101,1
277,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 448, location ID: 452. Initial response was documented by hotel security.",Medium,2024-05-09,Resolved,161,448
278,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 235, location ID: 489. Initial response was documented by hotel security.",Low,2025-11-29,Open,119,235
279,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 17, location ID: 93. Initial response was documented by hotel security.",Medium,2026-03-30,Open,312,17
280,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 57, location ID: 480. Initial response was documented by hotel security.",Medium,2024-06-12,In Progress,101,57
281,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 200, location ID: 23. Initial response was documented by hotel security.",Medium,2025-11-23,Resolved,426,200
282,Emergency exit forced open,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 479, location ID: 126. Initial response was documented by hotel security.",High,2024-10-07,Open,445,479
283,Server room access violation,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 349, location ID: 258. Initial response was documented by hotel security.",High,2025-06-01,Resolved,339,349
284,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 137, location ID: 165. Initial response was documented by hotel security.",Low,2025-02-27,Open,7,137
285,Theft report under investigation,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 273, location ID: 329. Initial response was documented by hotel security.",High,2024-09-30,Resolved,485,273
286,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 225, location ID: 145. Initial response was documented by hotel security.",Medium,2024-08-26,In Progress,360,225
287,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 77, location ID: 190. Initial response was documented by hotel security.",Low,2025-08-27,Resolved,160,77
288,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 269, location ID: 433. Initial response was documented by hotel security.",Low,2025-10-10,In Progress,306,269
289,Theft report under investigation,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 298, location ID: 99. Initial response was documented by hotel security.",High,2024-05-25,Resolved,431,298
290,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 133, location ID: 45. Initial response was documented by hotel security.",Medium,2026-04-21,Open,263,133
291,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 255, location ID: 183. Initial response was documented by hotel security.",Low,2024-09-20,Resolved,112,255
292,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 210, location ID: 55. Initial response was documented by hotel security.",Medium,2024-06-13,Resolved,354,210
293,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 14, location ID: 53. Initial response was documented by hotel security.",Low,2024-05-14,Resolved,158,14
294,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 115, location ID: 25. Initial response was documented by hotel security.",Low,2026-05-14,Resolved,201,115
295,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 323, location ID: 468. Initial response was documented by hotel security.",Low,2024-10-10,Resolved,310,323
296,Server room access violation,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 417, location ID: 190. Initial response was documented by hotel security.",High,2025-06-27,Resolved,398,417
297,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 224, location ID: 447. Initial response was documented by hotel security.",Low,2026-04-07,Resolved,40,224
298,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 66, location ID: 152. Initial response was documented by hotel security.",Medium,2025-11-26,Resolved,449,66
299,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 287, location ID: 391. Initial response was documented by hotel security.",Medium,2025-02-12,In Progress,7,287
300,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 55, location ID: 317. Initial response was documented by hotel security.",Medium,2024-12-10,Open,439,55
301,Guest room corridor disturbance,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 315, location ID: 287. Initial response was documented by hotel security.",High,2024-05-18,Resolved,50,315
302,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 411, location ID: 267. Initial response was documented by hotel security.",Low,2024-11-11,In Progress,51,411
303,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 176, location ID: 84. Initial response was documented by hotel security.",Low,2026-04-14,In Progress,433,176
304,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 2, location ID: 90. Initial response was documented by hotel security.",Low,2024-08-10,Resolved,371,2
305,Emergency exit forced open,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 302, location ID: 319. Initial response was documented by hotel security.",High,2026-03-22,Resolved,166,302
306,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 417, location ID: 190. Initial response was documented by hotel security.",Medium,2024-07-08,Open,392,417
307,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 10, location ID: 181. Initial response was documented by hotel security.",Low,2024-08-31,Resolved,7,10
308,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 306, location ID: 169. Initial response was documented by hotel security.",Low,2024-08-08,Resolved,20,306
309,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 270, location ID: 374. Initial response was documented by hotel security.",Low,2026-01-22,Resolved,495,270
310,Theft report under investigation,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 100, location ID: 429. Initial response was documented by hotel security.",High,2024-10-09,Resolved,400,100
311,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 454, location ID: 332. Initial response was documented by hotel security.",Low,2025-02-21,Resolved,472,454
312,Server room access violation,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 284, location ID: 296. Initial response was documented by hotel security.",High,2024-12-19,Resolved,434,284
313,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 460, location ID: 456. Initial response was documented by hotel security.",Medium,2025-10-15,Open,354,460
314,Server room access violation,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 110, location ID: 308. Initial response was documented by hotel security.",High,2024-06-10,In Progress,302,110
315,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 111, location ID: 166. Initial response was documented by hotel security.",Low,2024-06-19,Resolved,60,111
316,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 192, location ID: 153. Initial response was documented by hotel security.",Medium,2025-12-09,Resolved,71,192
317,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 21, location ID: 396. Initial response was documented by hotel security.",Low,2025-03-24,In Progress,411,21
318,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 269, location ID: 433. Initial response was documented by hotel security.",Medium,2026-05-17,Resolved,65,269
319,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 232, location ID: 167. Initial response was documented by hotel security.",Low,2025-09-16,Open,401,232
320,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 321, location ID: 331. Initial response was documented by hotel security.",Low,2025-11-11,Resolved,138,321
321,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 82, location ID: 42. Initial response was documented by hotel security.",Low,2026-03-25,Open,368,82
322,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 361, location ID: 409. Initial response was documented by hotel security.",Low,2026-03-01,Resolved,436,361
323,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 67, location ID: 234. Initial response was documented by hotel security.",Low,2024-12-18,Resolved,330,67
324,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 44, location ID: 126. Initial response was documented by hotel security.",Medium,2026-05-13,Resolved,305,44
325,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 164, location ID: 215. Initial response was documented by hotel security.",Low,2025-07-23,In Progress,75,164
326,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 262, location ID: 124. Initial response was documented by hotel security.",Low,2025-06-11,Resolved,367,262
327,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 353, location ID: 206. Initial response was documented by hotel security.",Medium,2024-08-01,In Progress,50,353
